Neighbourhood,Latitude,Longitude,Room_Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Minimum_Nights,Maximum_Nights,Number_of_Reviews,Review_Score_Rating,South_Beach,North_Beach,Central_City,North_Valley,East_of_805,Beach,No_Beach,House_Apartment,Private_Room,Shared_Room
La Jolla,32.86202,-117.25283,Entire home/apt,8,2.5,4,5,373,3,1125,6,84,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.73651,-117.25288,Entire home/apt,2,1,1,1,90,2,28,8,98,1,0,0,0,0,1,0,1,0,0
Memorial,32.69897,-117.13508,Entire home/apt,6,1,1,9,102,2,30,12,100,0,0,1,0,0,0,1,1,0,0
Roseville,32.73404,-117.2225,Entire home/apt,8,2,3,3,396,2,30,2,100,1,0,0,0,0,1,0,1,0,0
Linda Vista,32.79536,-117.17617,Entire home/apt,4,1,2,2,81,3,30,37,96,0,0,0,1,0,0,1,1,0,0
Pacific Beach,32.79891,-117.23463,Entire home/apt,2,1,1,1,198,2,5,4,93,0,1,0,0,0,1,0,1,0,0
La Jolla,32.8564,-117.2534,Entire home/apt,6,2,3,3,341,3,29,1,80,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75183,-117.24915,Entire home/apt,6,2.5,3,4,326,1,999,16,96,1,0,0,0,0,1,0,1,0,0
Midtown,32.74844,-117.14777,Entire home/apt,4,2,2,0,100,30,1125,2,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.79102,-117.23751,Entire home/apt,4,1,1,2,110,1,1125,35,91,0,1,0,0,0,1,0,1,0,0
Core,32.71807,-117.15517,Private room,2,1,1,1,157,365,365,1,100,0,0,1,0,0,0,1,0,1,0
Mission Valley,32.77253,-117.14031,Entire home/apt,8,2,2,4,129,1,1125,2,100,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.78781,-117.25476,Entire home/apt,8,2.5,2,4,346,3,1125,28,99,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80322,-117.23886,Entire home/apt,8,2.5,3,4,208,1,1125,45,88,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78854,-117.23619,Entire home/apt,10,2.5,3,7,300,3,1125,30,99,0,1,0,0,0,1,0,1,0,0
Wooded Area,32.7195,-117.25408,Entire home/apt,2,1,1,2,307,2,1125,64,92,1,0,0,0,0,1,0,1,0,0
East Village,32.71138,-117.15788,Entire home/apt,8,1,1,1,170,1,1125,112,90,0,0,1,0,0,0,1,1,0,0
Talmadge,32.76329,-117.09321,Entire home/apt,2,1,1,2,108,2,10,12,100,0,0,0,0,1,0,1,1,0,0
Midtown,32.74432,-117.16029,Entire home/apt,3,1,1,2,95,2,30,46,100,0,0,1,0,0,0,1,1,0,0
Roseville,32.73136,-117.22897,Entire home/apt,10,2.5,4,6,373,1,365,10,92,1,0,0,0,0,1,0,1,0,0
La Jolla,32.84469,-117.24941,Entire home/apt,10,2.5,4,4,889,1,365,13,92,0,1,0,0,0,1,0,1,0,0
Little Italy,32.72376,-117.16839,Entire home/apt,4,1.5,1,2,93,1,365,30,87,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.81343,-117.24278,Private room,1,1,1,1,65,14,1125,1,100,0,1,0,0,0,1,0,0,1,0
East Village,32.71294,-117.15115,Entire home/apt,6,1,2,4,199,4,1125,3,93,0,0,1,0,0,0,1,1,0,0
University City,32.86622,-117.22824,Entire home/apt,4,1,1,2,170,30,1125,10,96,0,1,0,0,0,1,0,1,0,0
East Village,32.71041,-117.15893,Entire home/apt,8,1,1,2,170,1,1125,81,83,0,0,1,0,0,0,1,1,0,0
University City,32.85521,-117.19154,Private room,2,1,1,2,84,2,1125,3,73,0,1,0,0,0,1,0,0,1,0
Pacific Beach,32.80135,-117.25767,Entire home/apt,4,1,1,2,179,3,1125,1,60,0,1,0,0,0,1,0,1,0,0
Midtown,32.74682,-117.15514,Entire home/apt,4,1,2,2,149,1,28,34,96,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.7719,-117.25332,Entire home/apt,16,3,5,13,273,1,1125,15,89,0,1,0,0,0,1,0,1,0,0
Old Town,32.75172,-117.19623,Entire home/apt,3,1,1,3,142,3,95,6,93,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80399,-117.2378,Private room,4,1,1,1,45,3,7,1,100,0,1,0,0,0,1,0,0,1,0
Mira Mesa,32.91441,-117.13477,Entire home/apt,8,2,2,4,89,10,1125,22,95,0,0,0,0,1,0,1,1,0,0
Loma Portal,32.73822,-117.23144,Entire home/apt,6,1,2,2,155,15,1125,28,98,1,0,0,0,0,1,0,1,0,0
East Village,32.71121,-117.15148,Entire home/apt,6,2,2,2,199,2,1125,31,86,0,0,1,0,0,0,1,1,0,0
Southwest,32.61191,-117.05896,Entire home/apt,6,1,2,3,179,2,90,27,99,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.78749,-117.25334,Entire home/apt,2,1,1,1,105,3,24,62,96,0,1,0,0,0,1,0,1,0,0
East Village,32.71129,-117.15893,Entire home/apt,10,1.5,2,5,320,1,1125,44,79,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.81296,-117.24448,Private room,1,1,1,0,52,14,1125,2,100,0,1,0,0,0,1,0,0,1,0
Mira Mesa,32.93053,-117.15265,Private room,2,2,1,1,48,1,565,19,100,0,0,0,0,1,0,1,0,1,0
Wooded Area,32.71761,-117.24298,Entire home/apt,5,1,2,3,142,2,1125,35,100,1,0,0,0,0,1,0,1,0,0
Carmel Valley,32.95608,-117.22027,Private room,2,1.5,1,1,99,1,1125,1,100,0,1,0,0,0,1,0,0,1,0
Ocean Beach,32.74487,-117.24933,Entire home/apt,4,1,1,3,102,1,1125,85,97,1,0,0,0,0,1,0,1,0,0
Park West,32.73014,-117.16951,Entire home/apt,5,1,2,2,89,1,180,33,87,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78938,-117.24091,Private room,2,1,1,1,132,2,30,12,98,0,1,0,0,0,1,0,0,1,0
Mira Mesa,32.90361,-117.14313,Private room,2,1,1,1,65,1,1125,8,90,0,0,0,0,1,0,1,0,1,0
La Jolla,32.85289,-117.25421,Entire home/apt,8,3.5,3,5,357,3,1125,4,100,0,1,0,0,0,1,0,1,0,0
Midtown District,32.71952,-117.22068,Private room,5,2,2,3,274,2,30,1,100,0,0,1,0,0,0,1,0,1,0
Mission Bay,32.78766,-117.25439,Entire home/apt,4,1,1,2,255,1,29,42,91,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78597,-117.25451,Entire home/apt,6,1,1,3,299,1,29,54,97,0,1,0,0,0,1,0,1,0,0
Northwest,32.62774,-117.06783,Private room,2,1,1,1,73,1,1125,5,96,0,1,0,0,0,1,0,0,1,0
Little Italy,32.72617,-117.16678,Shared room,1,2.5,1,1,46,1,365,64,88,0,0,1,0,0,0,1,0,0,1
West University Heights,32.75892,-117.1461,Entire home/apt,2,1,1,1,94,3,1125,17,100,0,0,0,1,0,0,1,1,0,0
Midtown,32.7352,-117.17153,Entire home/apt,5,2,2,2,159,1,1125,18,82,0,0,1,0,0,0,1,1,0,0
Little Italy,32.72586,-117.16796,Shared room,2,2.5,1,1,66,1,365,11,69,0,0,1,0,0,0,1,0,0,1
Park West,32.7289,-117.1657,Entire home/apt,4,2,2,2,301,3,31,12,98,0,0,1,0,0,0,1,1,0,0
West University Heights,32.75871,-117.14543,Entire home/apt,2,1,1,1,96,3,1125,31,100,0,0,0,1,0,0,1,1,0,0
Mira Mesa,32.90213,-117.14301,Private room,2,1,1,1,42,1,1125,4,100,0,0,0,0,1,0,1,0,1,0
Memorial,32.70337,-117.13872,Entire home/apt,6,2,2,3,109,1,28,57,92,0,0,1,0,0,0,1,1,0,0
East Village,32.70848,-117.15427,Entire home/apt,4,1,1,2,138,26,1125,2,100,0,0,1,0,0,0,1,1,0,0
City Heights West,32.74977,-117.11466,Private room,2,1,1,1,90,1,61,2,100,0,0,0,0,1,0,1,0,1,0
Grantville,32.78775,-117.08904,Entire home/apt,2,1,1,1,90,5,1125,26,100,0,0,0,0,1,0,1,1,0,0
Yosemite Dr,32.64863,-116.95091,Private room,2,1,1,1,52,1,1125,104,99,0,0,0,0,1,0,1,0,1,0
Northwest,32.62868,-117.09216,Private room,4,1,1,2,79,1,7,8,80,0,1,0,0,0,1,0,0,1,0
Bonita Long Canyon,32.6628,-117.00962,Private room,1,1,1,1,65,2,365,3,100,0,0,0,0,1,0,1,0,1,0
Park West,32.73028,-117.1683,Entire home/apt,5,1,2,2,98,1,180,46,96,0,0,1,0,0,0,1,1,0,0
Midtown,32.73116,-117.16908,Entire home/apt,5,1,2,2,103,1,180,51,95,0,0,1,0,0,0,1,1,0,0
Midtown,32.73143,-117.16931,Entire home/apt,5,1,2,2,107,1,180,38,88,0,0,1,0,0,0,1,1,0,0
Rancho Penasquitos,32.97466,-117.14016,Entire home/apt,6,2.5,3,3,395,3,7,10,100,0,0,0,0,1,0,1,1,0,0
Gaslamp Quarter,32.7115,-117.1599,Private room,4,1,1,2,97,2,1125,23,91,0,0,1,0,0,0,1,0,1,0
Park West,32.7276,-117.16485,Entire home/apt,6,2,2,2,184,2,1125,12,85,0,0,1,0,0,0,1,1,0,0
Normal Heights,32.76673,-117.11469,Entire home/apt,4,1,2,3,110,2,1125,13,98,0,0,0,0,1,0,1,1,0,0
Egger Highlands,32.57009,-117.0947,Entire home/apt,4,2,3,3,139,31,1125,1,100,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.7834,-117.25329,Entire home/apt,7,2,3,4,306,3,29,8,83,0,1,0,0,0,1,0,1,0,0
La Jolla,32.84082,-117.25922,Entire home/apt,16,10,7,7,1090,3,29,3,93,0,1,0,0,0,1,0,1,0,0
Valencia Park,32.70587,-117.08046,Entire home/apt,15,2,4,10,198,1,1125,93,96,0,0,0,0,1,0,1,1,0,0
Midtown,32.7425,-117.16469,Entire home/apt,5,2,1,2,365,1,1125,47,99,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80011,-117.25796,Entire home/apt,5,1,1,3,186,3,1125,3,80,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7917,-117.23877,Entire home/apt,4,1,1,2,111,1,1125,11,95,0,1,0,0,0,1,0,1,0,0
Balboa Park,32.72122,-117.13297,Entire home/apt,2,1,1,1,69,2,30,52,98,0,0,1,0,0,0,1,1,0,0
Midtown,32.74778,-117.15361,Entire home/apt,6,1,2,3,131,1,1125,35,98,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78828,-117.23511,Entire home/apt,8,2,3,5,415,3,1125,16,100,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80407,-117.23409,Entire home/apt,5,1,2,2,114,2,1125,37,98,0,1,0,0,0,1,0,1,0,0
University City,32.86994,-117.19741,Entire home/apt,5,1,2,3,130,2,1125,29,83,0,1,0,0,0,1,0,1,0,0
Linda Vista,32.77786,-117.1705,Private room,1,2,1,2,40,1,1125,13,98,0,0,0,1,0,0,1,0,1,0
Loma Portal,32.7511,-117.23429,Entire home/apt,4,1,1,1,224,2,1125,2,100,1,0,0,0,0,1,0,1,0,0
Otay Ranch,32.62337,-116.96249,Entire home/apt,6,3.5,3,3,225,2,7,15,93,0,0,0,0,1,0,1,1,0,0
North City,32.95617,-117.22044,Private room,2,1.5,1,1,100,1,1125,1,100,0,1,0,0,0,1,0,0,1,0
Carmel Valley,32.95429,-117.22019,Private room,2,1.5,1,1,100,1,1125,2,100,0,1,0,0,0,1,0,0,1,0
Midtown District,32.75523,-117.21833,Entire home/apt,3,1,2,2,101,1,90,31,88,0,0,1,0,0,0,1,1,0,0
Midtown District,32.75527,-117.21961,Entire home/apt,5,2,3,4,120,1,90,44,85,0,0,1,0,0,0,1,1,0,0
East Village,32.71431,-117.15311,Entire home/apt,2,1,1,1,62,1,1125,54,94,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78214,-117.25234,Entire home/apt,8,2,3,5,339,1,365,8,98,0,1,0,0,0,1,0,1,0,0
Normal Heights,32.76012,-117.12083,Entire home/apt,8,2,3,4,169,2,28,53,97,0,0,0,0,1,0,1,1,0,0
East Village,32.71173,-117.1564,Entire home/apt,6,2,2,2,269,1,1125,10,90,0,0,1,0,0,0,1,1,0,0
Eastlake Trails,32.63987,-116.9476,Entire home/apt,5,2.5,2,5,250,3,365,10,96,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.77204,-117.25341,Entire home/apt,11,2.5,3,5,414,1,1125,28,99,0,1,0,0,0,1,0,1,0,0
Little Italy,32.72221,-117.1682,Private room,2,1,1,1,55,2,1125,30,92,0,0,1,0,0,0,1,0,1,0
Mission Bay,32.77271,-117.25311,Entire home/apt,11,2.5,3,5,399,1,1125,24,99,0,1,0,0,0,1,0,1,0,0
Linda Vista,32.77161,-117.16827,Private room,1,1,1,1,35,1,14,19,99,0,0,0,1,0,0,1,0,1,0
Midtown,32.746,-117.15541,Entire home/apt,4,1,1,2,142,2,1125,47,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.79437,-117.23722,Entire home/apt,8,1,3,7,457,10,60,16,98,0,1,0,0,0,1,0,1,0,0
Linda Vista,32.7853,-117.17881,Entire home/apt,4,1,2,2,137,1,1125,10,100,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.77543,-117.25264,Entire home/apt,5,1,2,3,169,3,1125,18,99,0,1,0,0,0,1,0,1,0,0
City Heights East,32.74382,-117.10098,Entire home/apt,4,1,1,1,135,2,1125,47,100,0,0,0,0,1,0,1,1,0,0
Loma Portal,32.75002,-117.22412,Entire home/apt,6,1.5,2,3,140,1,1125,23,93,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.77489,-117.25296,Entire home/apt,4,1,1,2,137,3,1125,17,98,0,1,0,0,0,1,0,1,0,0
Chollas View,32.71372,-117.09429,Shared room,3,1,1,2,85,1,1125,1,20,0,0,0,0,1,0,1,0,0,1
Mission Bay,32.7625,-117.25084,Entire home/apt,6,2,3,4,285,3,1125,5,92,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77526,-117.25289,Entire home/apt,6,2,3,4,600,4,30,6,100,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80411,-117.23748,Entire home/apt,2,1,1,1,76,30,1125,3,100,0,1,0,0,0,1,0,1,0,0
Old Town,32.7532,-117.16124,Entire home/apt,9,2,4,5,222,2,1125,9,100,0,0,1,0,0,0,1,1,0,0
West University Heights,32.75975,-117.14472,Entire home/apt,6,2.5,3,3,191,2,1125,7,100,0,0,0,1,0,0,1,1,0,0
Loma Portal,32.7482,-117.24147,Entire home/apt,4,1,1,2,160,2,1125,5,96,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.78169,-117.23709,Entire home/apt,10,1,3,4,370,2,365,6,70,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76282,-117.24977,Entire home/apt,6,1,2,4,330,3,1125,10,96,0,1,0,0,0,1,0,1,0,0
Egger Highlands,32.5869,-117.1048,Entire home/apt,16,3,5,9,215,1,1125,55,90,1,0,0,0,0,1,0,1,0,0
Normal Heights,32.76432,-117.11967,Entire home/apt,6,2,2,3,8584,1,1125,22,96,0,0,0,0,1,0,1,1,0,0
Eastlake Vistas,32.64158,-116.94045,Entire home/apt,2,1,1,2,61,2,1125,18,99,0,0,0,0,1,0,1,1,0,0
Pacific Beach,32.80224,-117.25139,Entire home/apt,14,4,5,6,550,2,365,4,100,0,1,0,0,0,1,0,1,0,0
La Jolla,32.84621,-117.2686,Entire home/apt,10,2,3,4,426,1,365,5,96,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.79288,-117.24278,Entire home/apt,10,2.5,3,4,465,2,365,10,96,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75034,-117.24709,Entire home/apt,12,3,3,3,450,2,1125,2,100,1,0,0,0,0,1,0,1,0,0
Normal Heights,32.76321,-117.1208,Entire home/apt,6,1,2,3,8583,1,1125,26,93,0,0,0,0,1,0,1,1,0,0
Normal Heights,32.76337,-117.11887,Entire home/apt,6,1,2,2,8583,1,1125,15,85,0,0,0,0,1,0,1,1,0,0
Loma Portal,32.75071,-117.22448,Entire home/apt,4,1.5,2,3,135,1,1125,17,78,1,0,0,0,0,1,0,1,0,0
Marina,32.70885,-117.16283,Entire home/apt,8,1,1,1,167,1,1125,55,88,0,0,1,0,0,0,1,1,0,0
Paseo Ranchoero,32.63481,-117.00443,Entire home/apt,8,1,2,3,169,3,1125,2,100,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.78695,-117.25417,Entire home/apt,9,2,3,6,304,3,1125,4,95,0,1,0,0,0,1,0,1,0,0
Midtown,32.74984,-117.15567,Entire home/apt,2,1,1,1,145,2,2,12,100,0,0,1,0,0,0,1,1,0,0
Bay Park,32.78155,-117.19365,Entire home/apt,6,2,2,2,181,5,28,6,93,0,0,0,1,0,0,1,1,0,0
Ocean Beach,32.74692,-117.25482,Entire home/apt,4,1,1,2,133,2,1125,106,98,1,0,0,0,0,1,0,1,0,0
Emerald Hills,32.72276,-117.0738,Entire home/apt,12,3,4,5,359,2,5,21,99,0,0,0,0,1,0,1,1,0,0
Mira Mesa,32.92791,-117.11924,Entire home/apt,8,2.5,3,4,147,7,1125,3,93,0,0,0,0,1,0,1,1,0,0
East Village,32.70866,-117.14928,Entire home/apt,10,1,1,6,153,1,27,81,91,0,0,1,0,0,0,1,1,0,0
Marina,32.71051,-117.16155,Entire home/apt,3,1,1,1,95,30,1125,2,90,0,0,1,0,0,0,1,1,0,0
North Clairemont,32.8356,-117.18682,Private room,1,1,1,1,40,1,1125,4,95,0,0,0,1,0,0,1,0,1,0
Park West,32.7282,-117.16429,Entire home/apt,6,2,2,3,184,2,1125,99,100,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.7931,-117.25416,Entire home/apt,5,1,2,2,160,1,1125,16,88,0,1,0,0,0,1,0,1,0,0
Park West,32.72632,-117.16505,Entire home/apt,3,1,1,1,150,2,7,5,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78437,-117.25298,Entire home/apt,6,1,2,3,297,2,120,55,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76071,-117.2524,Entire home/apt,3,1,1,2,104,2,1125,37,95,0,1,0,0,0,1,0,1,0,0
Marina,32.71046,-117.16313,Entire home/apt,12,1.5,1,0,110,1,1125,13,78,0,0,1,0,0,0,1,1,0,0
Southwest,32.59708,-117.04236,Private room,2,1,1,2,50,2,1125,2,100,0,0,0,0,1,0,1,0,1,0
Midtown,32.74344,-117.17702,Entire home/apt,12,2,4,5,335,2,28,56,97,0,0,1,0,0,0,1,1,0,0
Mission Valley,32.77308,-117.14746,Entire home/apt,6,2,3,3,130,30,1125,1,80,0,0,0,1,0,0,1,1,0,0
Rancho Bernadino,33.00461,-117.09023,Private room,2,1.5,1,1,68,30,1125,3,100,0,0,0,0,1,0,1,0,1,0
Clairemont Mesa,32.80229,-117.18773,Private room,2,1,1,1,65,7,180,2,90,0,0,0,1,0,0,1,0,1,0
Little Italy,32.72539,-117.1678,Entire home/apt,6,2,2,3,151,2,1125,6,93,0,0,1,0,0,0,1,1,0,0
Loma Portal,32.75113,-117.22536,Entire home/apt,6,1.5,2,3,113,1,1125,23,89,1,0,0,0,0,1,0,1,0,0
Little Italy,32.72634,-117.16921,Entire home/apt,6,2,2,3,152,2,1125,13,97,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80087,-117.24749,Entire home/apt,6,2,3,3,454,2,1125,1,100,0,1,0,0,0,1,0,1,0,0
Memorial,32.70025,-117.12912,Entire home/apt,3,1,2,2,82,2,20,22,94,0,0,1,0,0,0,1,1,0,0
Linda Vista,32.78598,-117.16576,Entire home/apt,10,2,4,4,241,2,28,15,99,0,0,0,1,0,0,1,1,0,0
Carmel Valley,32.95094,-117.21872,Entire home/apt,2,1,1,1,89,1,1125,27,97,0,1,0,0,0,1,0,1,0,0
Little Italy,32.72355,-117.17056,Entire home/apt,6,1,2,2,130,1,1125,39,94,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.74069,-117.14997,Entire home/apt,4,2,2,3,158,3,1125,41,98,0,0,1,0,0,0,1,1,0,0
Gateway,32.7241,-117.1111,Entire home/apt,12,1.5,4,5,289,3,1125,44,97,0,0,1,0,0,0,1,1,0,0
Marina,32.71008,-117.16129,Entire home/apt,2,1,1,1,110,30,1125,5,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.76662,-117.25173,Entire home/apt,6,3,3,3,699,2,1125,5,100,0,1,0,0,0,1,0,1,0,0
La Jolla,32.83254,-117.27638,Entire home/apt,2,1,1,1,114,3,21,6,93,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.73951,-117.22934,Entire home/apt,2,1,1,1,73,3,29,22,100,1,0,0,0,0,1,0,1,0,0
Loma Portal,32.74951,-117.22406,Entire home/apt,6,1.5,2,3,114,1,1125,25,80,1,0,0,0,0,1,0,1,0,0
Loma Portal,32.7456,-117.23881,Entire home/apt,4,1,2,2,139,4,21,38,99,1,0,0,0,0,1,0,1,0,0
Normal Heights,32.76724,-117.12242,Entire home/apt,6,2,3,3,176,3,1125,12,100,0,0,0,0,1,0,1,1,0,0
North Clairemont,32.83309,-117.20631,Entire home/apt,4,2,2,2,125,3,180,1,100,0,0,0,1,0,0,1,1,0,0
University City,32.85508,-117.19059,Private room,3,1,1,2,142,2,365,3,100,0,1,0,0,0,1,0,0,1,0
Park West,32.7288,-117.16898,Private room,2,1,1,0,50,30,90,3,100,0,0,1,0,0,0,1,0,1,0
Allied Gardens,32.79891,-117.08651,Private room,4,1.5,2,1,35,1,1125,1,100,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.78424,-117.25261,Entire home/apt,4,1,1,2,310,3,31,15,99,0,1,0,0,0,1,0,1,0,0
Midtown,32.74693,-117.16534,Entire home/apt,7,2.5,2,2,225,3,180,13,100,0,0,1,0,0,0,1,1,0,0
College Area,32.77252,-117.06332,Entire home/apt,7,2,4,5,135,3,1125,2,90,0,0,0,0,1,0,1,1,0,0
Mission Valley,32.76701,-117.16055,Entire home/apt,6,2,2,2,190,28,1125,4,100,0,0,0,1,0,0,1,1,0,0
Gaslamp Quarter,32.70999,-117.16072,Entire home/apt,4,1,2,3,181,1,90,11,91,0,0,1,0,0,0,1,1,0,0
Old Town,32.75174,-117.16409,Entire home/apt,9,2,4,5,193,2,1125,71,97,0,0,1,0,0,0,1,1,0,0
Bay Park,32.77876,-117.19536,Entire home/apt,6,3,3,4,650,2,28,11,100,0,0,0,1,0,0,1,1,0,0
Mount Hope,32.71516,-117.11213,Entire home/apt,12,2,3,5,385,2,1125,16,100,0,0,1,0,0,0,1,1,0,0
East Village,32.70894,-117.15608,Entire home/apt,4,1,1,2,154,1,1125,25,97,0,0,1,0,0,0,1,1,0,0
East Village,32.71066,-117.15694,Entire home/apt,4,1,1,2,140,1,1125,28,97,0,0,1,0,0,0,1,1,0,0
Midtown District,32.72037,-117.22925,Entire home/apt,5,1,2,2,129,3,1125,24,93,0,0,1,0,0,0,1,1,0,0
Gaslamp Quarter,32.7137,-117.15982,Entire home/apt,4,1,1,2,120,28,1125,12,100,0,0,1,0,0,0,1,1,0,0
Mission Valley,32.76865,-117.15836,Entire home/apt,6,2,2,3,156,1,1125,25,89,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.7907,-117.23535,Entire home/apt,4,2,2,2,202,1,999,5,100,0,1,0,0,0,1,0,1,0,0
Mission Valley,32.76679,-117.15817,Entire home/apt,6,2,2,3,8594,1,1125,12,80,0,0,0,1,0,0,1,1,0,0
Mission Valley,32.76701,-117.15688,Entire home/apt,6,2,2,3,188,1,1125,16,91,0,0,0,1,0,0,1,1,0,0
East Village,32.71483,-117.15645,Entire home/apt,10,1.5,2,4,1000,1,1125,33,87,0,0,1,0,0,0,1,1,0,0
Midtown,32.74726,-117.16908,Entire home/apt,8,3,4,4,325,3,100,16,98,0,0,1,0,0,0,1,1,0,0
Talmadge,32.76177,-117.09819,Private room,1,1,1,1,51,2,28,9,98,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.76143,-117.25017,Entire home/apt,6,2,2,2,138,7,1125,9,98,0,1,0,0,0,1,0,1,0,0
La Jolla,32.83823,-117.27573,Entire home/apt,4,1,1,2,125,7,60,3,93,0,1,0,0,0,1,0,1,0,0
Gateway,32.72532,-117.10805,Private room,2,1,1,2,40,3,1125,7,97,0,0,1,0,0,0,1,0,1,0
Clairemont Mesa,32.81768,-117.16836,Entire home/apt,12,2,3,5,150,2,28,12,93,0,0,0,1,0,0,1,1,0,0
Balboa Park,32.71576,-117.13765,Entire home/apt,6,1,2,2,158,3,90,20,100,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.75174,-117.24925,Entire home/apt,4,1,1,2,114,1,1125,86,90,1,0,0,0,0,1,0,1,0,0
Midtown,32.73215,-117.17037,Entire home/apt,2,1,1,1,110,1,1125,2,90,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80455,-117.25834,Entire home/apt,8,2,3,5,450,3,1125,4,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.58014,-117.00737,Entire home/apt,8,2.5,3,5,209,2,30,20,85,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80633,-117.25594,Entire home/apt,4,1,1,2,185,2,60,13,97,0,1,0,0,0,1,0,1,0,0
La Jolla,32.8442,-117.25145,Entire home/apt,11,3,3,4,536,2,365,2,70,0,1,0,0,0,1,0,1,0,0
La Jolla,32.85287,-117.25421,Entire home/apt,8,3.5,3,4,326,3,1125,1,100,0,1,0,0,0,1,0,1,0,0
Serra Mesa,32.77487,-117.13303,Entire home/apt,6,2,2,3,135,1,1125,19,92,0,0,0,0,1,0,1,1,0,0
East Village,32.70903,-117.1536,Entire home/apt,12,1,3,6,285,1,28,23,91,0,0,1,0,0,0,1,1,0,0
Marina,32.71121,-117.16546,Entire home/apt,8,1,1,3,876,1,1125,50,92,0,0,1,0,0,0,1,1,0,0
La Jolla,32.82627,-117.27875,Entire home/apt,12,4,3,5,755,2,365,12,92,0,1,0,0,0,1,0,1,0,0
Bay Park,32.80487,-117.19693,Entire home/apt,16,2,4,10,613,2,1125,36,98,0,0,0,1,0,0,1,1,0,0
Serra Mesa,32.77602,-117.13225,Entire home/apt,4,1,1,2,124,1,1125,5,92,0,0,0,0,1,0,1,1,0,0
Serra Mesa,32.77683,-117.13274,Entire home/apt,4,1,1,2,120,1,1125,12,97,0,0,0,0,1,0,1,1,0,0
Serra Mesa,32.77742,-117.13082,Entire home/apt,4,1,1,2,155,1,1125,14,99,0,0,0,0,1,0,1,1,0,0
Nestor,32.57051,-117.08877,Private room,2,1.5,1,1,45,1,30,53,100,1,0,0,0,0,1,0,0,1,0
Mira Mesa,32.91421,-117.13945,Private room,2,1.5,1,1,45,1,14,17,99,0,0,0,0,1,0,1,0,1,0
Mira Mesa,32.91611,-117.1378,Private room,2,1.5,1,1,45,1,14,26,98,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.79182,-117.24948,Entire home/apt,8,2,3,6,450,3,1125,20,99,0,1,0,0,0,1,0,1,0,0
Gaslamp Quarter,32.71443,-117.161,Entire home/apt,4,1,1,2,125,1,90,33,98,0,0,1,0,0,0,1,1,0,0
Alta Vista,32.69469,-117.05464,Private room,2,1,1,1,55,1,14,13,98,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.76807,-117.24981,Entire home/apt,3,1,1,2,268,1,1125,6,60,0,1,0,0,0,1,0,1,0,0
Bay Park,32.80932,-117.19804,Entire home/apt,12,3.5,6,6,329,3,180,26,88,0,0,0,1,0,0,1,1,0,0
Midtown,32.73172,-117.17071,Entire home/apt,5,1,2,2,132,2,365,11,78,0,0,1,0,0,0,1,1,0,0
